DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID5022560,Adenosine 5'-phosphate,61-19-8,UDMBCSSLTHHNCD-KQYNXXCUSA-N,5'-Adenylic acid,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",C10H14N5O7P,347.224,347.0630848,38,17944,657,11
DTXSID5022562,Afloqualone,56287-74-2,VDOSWXIDETXFET-UHFFFAOYSA-N,6-Amino-2-(fluoromethyl)-3-(2-methylphenyl)quinazolin-4(3H)-one,CC1=C(C=CC=C1)N1C(CF)=NC2=C(C=C(N)C=C2)C1=O,"InChI=1S/C16H14FN3O/c1-10-4-2-3-5-14(10)20-15(9-17)19-13-7-6-11(18)8-12(13)16(20)21/h2-8H,9,18H2,1H3",C16H14FN3O,283.306,283.1120902,28,29,60,4
DTXSID5022641,Baclofen,1134-47-0,KPYSYYIEGFHWSV-UHFFFAOYSA-N,4-Amino-3-(4-chlorophenyl)butanoic acid,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,"InChI=1/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)",C10H12ClNO2,213.66,213.0556563,55,5116,172,28
DTXSID5022643,Barbital,57-44-3,FTOAOBMCPZCFFF-UHFFFAOYSA-N,"5,5-Diethyl-1,3-diazinane-2,4,6-trione",CCC1(CC)C(=O)NC(=O)NC1=O,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",C8H12N2O3,184.195,184.0847923,41,1394,74,10
DTXSID5022647,Bendroflumethiazide,73-48-3,HDWIHXWEUNVBIY-UHFFFAOYSA-N,"3-Benzyl-1,1-dioxo-6-(trifluoromethyl)-1,2,3,4-tetrahydro-1lambda~6~,2,4-benzothiadiazine-7-sulfonamide",NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F,"InChI=1/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)",C15H14F3N3O4S2,421.41,421.0377828,42,2903,115,17
DTXSID5022649,Benorylate,5003-48-5,FEJKLNWAOXSSNR-UHFFFAOYSA-N,4-Acetamidophenyl 2-(acetyloxy)benzoate,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,"InChI=1S/C17H15NO5/c1-11(19)18-13-7-9-14(10-8-13)23-17(21)15-5-3-4-6-16(15)22-12(2)20/h3-10H,1-2H3,(H,18,19)",C17H15NO5,313.309,313.0950226,35,2,57,4
DTXSID5022699,Bumetanide,28395-03-1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,3-(Butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,"InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)",C17H20N2O5S,364.42,364.1092929,49,1793,195,22
DTXSID5022722,Calcitriol,32222-06-3,GMRQFYUYWCNGIN-NKMMMXOESA-N,"(1S,3R,5Z,7E)-9,10-Secocholesta-5,7,10-triene-1,3,25-triol",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",C27H44O3,416.646,416.3290453,48,13946,130,24
DTXSID5022724,Canadine,522-97-4,VZTUIEROBZXUFA-UHFFFAOYSA-N,"9,10-Dimethoxy-5,8,13,13a-tetrahydro-2H,6H-[1,3]dioxolo[4,5-g]isoquinolino[3,2-a]isoquinoline",COC1=CC=C2CC3N(CCC4=C3C=C3OCOC3=C4)CC2=C1OC,"InChI=1/C20H21NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,8-9,16H,5-7,10-11H2,1-2H3",C20H21NO4,339.391,339.1470582,33,50,92,3
DTXSID5022774,Cefuroxime,55268-75-2,JFPVXVDWJQMJEE-QMTHXVAHSA-N,"(6R,7R)-3-[(Carbamoyloxy)methyl]-7-[2-(furan-2-yl)(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/t10-,14-/m1/s1",C16H16N4O8S,424.38,424.0688847,40,2016,20,12
DTXSID5022801,Chloroxine,773-76-2,WDFKMLRRRCGAKS-UHFFFAOYSA-N,"5,7-Dichloroquinolin-8-ol",OC1=C2N=CC=CC2=C(Cl)C=C1Cl,"InChI=1S/C9H5Cl2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",C9H5Cl2NO,214.05,212.9748192,42,33,159,6
DTXSID5022803,Chlorphenesin carbamate,886-74-8,SKPLBLUECSEIFO-UHFFFAOYSA-N,3-(4-Chlorophenoxy)-2-hydroxypropyl carbamate,NC(=O)OCC(O)COC1=CC=C(Cl)C=C1,"InChI=1/C10H12ClNO4/c11-7-1-3-9(4-2-7)15-5-8(13)6-16-10(12)14/h1-4,8,13H,5-6H2,(H2,12,14)",C10H12ClNO4,245.66,245.0454856,37,16,66,5
DTXSID5022851,Clothiapine,2058-52-8,KAAZGXDPUNNEFN-UHFFFAOYSA-N,"2-Chloro-11-(4-methylpiperazin-1-yl)dibenzo[b,f][1,4]thiazepine",CN1CCN(CC1)C1=NC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,"InChI=1S/C18H18ClN3S/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",C18H18ClN3S,343.87,343.0909965,36,23,53,4
DTXSID5022855,Clozapine,5786-21-0,QZUDBNBUXVUHMW-UHFFFAOYSA-N,"8-Chloro-11-(4-methylpiperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine",CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",C18H19ClN4,326.83,326.1298243,61,7216,220,26
DTXSID5022857,Cortisone,53-06-5,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,"17,21-Dihydroxypregn-4-ene-3,11,20-trione",C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",C21H28O5,360.45,360.193674,53,19436,128,7
DTXSID5022932,Diflunisal,22494-42-4,HUPFGZXOMWLGNK-UHFFFAOYSA-N,"2',4'-Difluoro-4-hydroxy[1,1'-biphenyl]-3-carboxylic acid",OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)",C13H8F2O3,250.201,250.0441504,50,469,150,18
DTXSID5022934,Digoxin,20830-75-5,LTMHDMANZUZIPE-PUGKRICDSA-N,"(3beta,5beta,12beta)-3-{[2,6-Dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl]oxy}-12,14-dihydroxycard-20(22)-enolide",C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1",C41H64O14,780.949,780.4296067,67,10800,111,22
DTXSID5022938,Dihydrotachysterol,67-96-9,ILYCWAKSDCYMBB-OPCMSESCSA-N,"(3S,5E,7E,10S,22E)-9,10-Secoergosta-5,7,22-trien-3-ol",CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,"InChI=1S/C28H46O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-22,25-27,29H,7-8,11,14-18H2,1-6H3/b10-9+,23-12+,24-13+/t20-,21-,22+,25-,26+,27-,28+/m0/s1",C28H46O,398.675,398.3548661,31,703,25,17
DTXSID5022980,Emetine,483-18-1,AUVVAXYIELKVAI-CKBKHPSWSA-N,"(1'beta)-6',7',10,11-Tetramethoxyemetan",CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,"InChI=1S/C29H40N2O4/c1-6-18-17-31-10-8-20-14-27(33-3)29(35-5)16-23(20)25(31)12-21(18)11-24-22-15-28(34-4)26(32-2)13-19(22)7-9-30-24/h13-16,18,21,24-25,30H,6-12,17H2,1-5H3/t18-,21-,24+,25-/m0/s1",C29H40N2O4,480.649,480.2988078,38,1647,73,13
DTXSID5022982,Enalapril,75847-73-3,GBXSMTUPTTWBMN-XIRDDKMYSA-N,N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,"InChI=1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1",C20H28N2O5,376.453,376.199822,37,5838,87,8
DTXSID5022984,Enoxacin,74011-58-8,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,"1-Ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,"InChI=1S/C15H17FN4O3/c1-2-19-8-10(15(22)23)12(21)9-7-11(16)14(18-13(9)19)20-5-3-17-4-6-20/h7-8,17H,2-6H2,1H3,(H,22,23)",C15H17FN4O3,320.324,320.1284686,51,602,152,11
DTXSID5022986,Epinephrine,51-43-4,UCTWMZQNUQWSLP-VIFPVBQESA-N,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",CNC[C@H](O)C1=CC=C(O)C(O)=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",C9H13NO3,183.207,183.0895433,54,53222,133,30
DTXSID5023031,Etofylline,519-37-9,NWPRCRWQMGIBOT-UHFFFAOYSA-N,"7-(2-Hydroxyethyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O,"InChI=1S/C9H12N4O3/c1-11-7-6(8(15)12(2)9(11)16)13(3-4-14)5-10-7/h5,14H,3-4H2,1-2H3",C9H12N4O3,224.22,224.0909403,37,46,143,4
DTXSID5023033,Etomidate,33125-97-2,NPUKDXXFDDZOKR-UHFFFAOYSA-N,Ethyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate,CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1,"InChI=1/C14H16N2O2/c1-3-18-14(17)13-9-15-10-16(13)11(2)12-7-5-4-6-8-12/h4-11H,3H2,1-2H3",C14H16N2O2,244.294,244.1211778,42,1734,103,7
DTXSID5023035,Etoposide,33419-42-0,VJJPUSNTGOMMGY-NBJJDLTASA-N,"(8aR,9R)-9-(4-Hydroxy-3,5-dimethoxyphenyl)-8-oxo-5,5a,6,8,8a,9-hexahydro-2H-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-5-yl 4,6-O-[(1R)-ethylidene]-beta-D-glucopyranoside",COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2C(COC2=O)C(O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15?,20-,21-,22+,24-,25-,26?,27-,29+/m1/s1",C29H32O13,588.562,588.1842911,59,15298,21,17
DTXSID5023037,Exemestane,107868-30-4,BFYIZQONLCFLEV-DAELLWKTSA-N,"6-Methylideneandrosta-1,4-diene-3,17-dione",C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1",C20H24O2,296.41,296.17763,39,634,111,22
DTXSID5023039,Famotidine,76824-35-6,XUFQPHANEAPEMJ-UHFFFAOYSA-N,"3-[({2-[(Diaminomethylidene)amino]-1,3-thiazol-4-yl}methyl)sulfanyl]-N'-sulfamoylpropanimidamide",NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,"InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)",C8H15N7O2S3,337.44,337.0449363,63,1534,61,15
DTXSID5023081,D-Fructose,57-48-7,RFSUNEUAIZKAJO-ARQDHWQXSA-N,beta-D-Fructofuranose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",C6H12O6,180.156,180.0633881,48,15000,102,60
DTXSID5023085,Fusaric acid,536-69-6,DGMPVYSXXIOGJY-UHFFFAOYSA-N,5-Butylpyridine-2-carboxylic acid,CCCCC1=CN=C(C=C1)C(O)=O,"InChI=1S/C10H13NO2/c1-2-3-4-8-5-6-9(10(12)13)11-7-8/h5-7H,2-4H2,1H3,(H,12,13)",C10H13NO2,179.219,179.0946287,48,237,115,3
DTXSID5023089,Gallamine triethiodide,65-29-2,REEUVFCVXKWOFE-UHFFFAOYSA-K,"2-{2,3-Bis[2-(triethylazaniumyl)ethoxy]phenoxy}-N,N,N-triethylethan-1-aminium triiodide",[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,"InChI=1S/C30H60N3O3.3HI/c1-10-31(11-2,12-3)22-25-34-28-20-19-21-29(35-26-23-32(13-4,14-5)15-6)30(28)36-27-24-33(16-7,17-8)18-9;;;/h19-21H,10-18,22-27H2,1-9H3;3*1H/q+3;;;/p-3",C30H60I3N3O3,891.541,891.17688,29,1424,63,15
DTXSID5023110,Gossypol,303-45-7,QBKSWRVVCFFDOT-UHFFFAOYSA-N,"1,1',6,6',7,7'-Hexahydroxy-3,3'-dimethyl-5,5'-di(propan-2-yl)[2,2'-binaphthalene]-8,8'-dicarbaldehyde",CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,"InChI=1S/C30H30O8/c1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36/h7-12,33-38H,1-6H3",C30H30O8,518.562,518.1940679,41,1688,215,4
DTXSID5023114,Guaifenesin,93-14-1,HSRJKNPTNIJEKV-UHFFFAOYSA-N,"3-(2-Methoxyphenoxy)propane-1,2-diol",COC1=CC=CC=C1OCC(O)CO,"InChI=1/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3",C10H14O4,198.218,198.0892089,59,541,150,22
DTXSID5023166,Ioxaglic acid,59017-64-0,TYYBFXNZMFNZJT-UHFFFAOYSA-N,"3-[(N-{3-[Acetyl(methyl)amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl}glycyl)amino]-5-[(2-hydroxyethyl)carbamoyl]-2,4,6-triiodobenzoic acid",CNC(=O)C1=C(I)C(N(C)C(C)=O)=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(=O)NCCO)=C(I)C(C(O)=O)=C2I)=C1I,"InChI=1S/C24H21I6N5O8/c1-7(37)35(3)20-17(29)10(21(39)31-2)13(25)11(18(20)30)23(41)33-6-8(38)34-19-15(27)9(22(40)32-4-5-36)14(26)12(16(19)28)24(42)43/h36H,4-6H2,1-3H3,(H,31,39)(H,32,40)(H,33,41)(H,34,38)(H,42,43)",C24H21I6N5O8,1268.886,1268.56583,31,846,54,4
DTXSID5023243,Mefenamic acid,61-68-7,HYYBABOKPJLUIN-UHFFFAOYSA-N,"2-(2,3-Dimethylanilino)benzoic acid",CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",C15H15NO2,241.29,241.1102787,67,980,183,16
DTXSID5023247,Menadiol,481-85-6,ZJTLZYDQJHKRMQ-UHFFFAOYSA-N,"2-Methylnaphthalene-1,4-diol",CC1=C(O)C2=CC=CC=C2C(O)=C1,"InChI=1S/C11H10O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6,12-13H,1H3",C11H10O2,174.199,174.0680796,30,89,57,3
DTXSID5023293,Methsuximide,77-41-8,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,"1,3-Dimethyl-3-phenylpyrrolidine-2,5-dione",CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,"InChI=1/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3",C12H13NO2,203.241,203.0946287,37,55,56,13
DTXSID5023295,Methyldopa,555-30-6,CJCSPKMFHVPWAR-JTQLQIEISA-N,3-Hydroxy-alpha-methyl-L-tyrosine,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1",C10H13NO4,211.217,211.0844579,47,5668,155,9
DTXSID5023322,Mifepristone,84371-65-3,VKHAHZOOUSRJNA-GCNJZUOMSA-N,"(8S,11R,13S,14S,17S)-11-[4-(Dimethylamino)phenyl]-17-hydroxy-13-methyl-17-(prop-1-yn-1-yl)-1,2,6,7,8,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)",CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",C29H35NO2,429.604,429.2667794,68,5503,155,19
DTXSID5023324,Milrinone,78415-72-2,PZRHRDRVRGEVNW-UHFFFAOYSA-N,"2-Methyl-6-oxo-1,6-dihydro[3,4'-bipyridine]-5-carbonitrile",CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,"InChI=1S/C12H9N3O/c1-8-11(9-2-4-14-5-3-9)6-10(7-13)12(16)15-8/h2-6H,1H3,(H,15,16)",C12H9N3O,211.224,211.0745619,51,1250,163,13
DTXSID5023370,Nimodipine,66085-59-4,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,"2-Methoxyethyl propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,"InChI=1/C21H26N2O7/c1-12(2)30-21(25)18-14(4)22-13(3)17(20(24)29-10-9-28-5)19(18)15-7-6-8-16(11-15)23(26)27/h6-8,11-12,19,22H,9-10H2,1-5H3",C21H26N2O7,418.446,418.1740012,47,2533,210,20
DTXSID5023372,Nitrazepam,146-22-5,KJONHKAYOJNZEC-UHFFFAOYSA-N,"7-Nitro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one",[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,"InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",C15H11N3O3,281.271,281.0800412,54,764,89,20
DTXSID5023376,Nizatidine,76963-41-2,SGXXNSQHWDMGGP-UHFFFAOYSA-N,"N~1~-{2-[({2-[(Dimethylamino)methyl]-1,3-thiazol-4-yl}methyl)sulfanyl]ethyl}-N'~1~-methyl-2-nitroethene-1,1-diamine",CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,"InChI=1S/C12H21N5O2S2/c1-13-11(6-17(18)19)14-4-5-20-8-10-9-21-12(15-10)7-16(2)3/h6,9,13-14H,4-5,7-8H2,1-3H3",C12H21N5O2S2,331.45,331.1136673,46,306,30,13
DTXSID5023378,Norepinephrine,51-41-2,SFLSHLFXELFNJZ-QMMMGPOBSA-N,"4-[(1R)-2-Amino-1-hydroxyethyl]benzene-1,2-diol",NC[C@H](O)C1=CC=C(O)C(O)=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",C8H11NO3,169.18,169.0738932,50,82904,157,17
DTXSID5023453,Phenindione,83-12-5,NFBAXHOPROOJAW-UHFFFAOYSA-N,"2-Phenyl-1H-indene-1,3(2H)-dione",O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,"InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H",C15H10O2,222.243,222.0680796,41,859,135,12
DTXSID5023532,Proscillaridin,466-06-8,MYEJFUXQJGHEQK-ALRJYLEOSA-N,"(3beta)-3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-14-hydroxybufa-4,20,22-trienolide",C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3/t16-,19-,20+,21-,22+,24-,25+,26+,27-,28-,29+,30-/m0/s1",C30H42O8,530.658,530.2879683,34,90,28,4
DTXSID5023536,Proxyphylline,603-00-9,KYHQZNGJUGFTGR-UHFFFAOYSA-N,"7-(2-Hydroxypropyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"InChI=1/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",C10H14N4O3,238.247,238.1065903,42,44,82,4
