	stitch_flat	stitch_stereo	UMLS_label	type	meddra	se_name	pubchem_cid	ukb	ae
203105	CID100041317	CID005284513	C0013395	PT	C0013395	Dyspepsia	41317	Diagnoses - main ICD10: K30 Dyspepsia	1
203107	CID100041317	CID005284513	C0013428	PT	C0013428	Dysuria	41317	Diagnoses - main ICD10: R30 Pain associated with micturition	1
203113	CID100041317	CID005284513	C0013595	PT	C0013595	Eczema	41317	Eczema	1
203119	CID100041317	CID005284513	C0014868	PT	C0014868	Oesophagitis	41317	Diagnoses - main ICD10: K20 Oesophagitis	1
203121	CID100041317	CID005284513	C0015230	PT	C0015230	Rash	41317	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203144	CID100041317	CID005284513	C0017178	PT	C0017178	Gastrointestinal disorder	41317	Non-cancer illness code, self-reported: stomach disorder	1
203156	CID100041317	CID005284513	C0018681	PT	C0018681	Headache	41317	Diagnoses - main ICD10: R51 Headache	1
203158	CID100041317	CID005284513	C0018965	PT	C0018965	Haematuria	41317	Diagnoses - main ICD10: R31 Unspecified haematuria	1
203163	CID100041317	CID005284513	C0019112	PT	C0019112	Haemorrhoids	41317	Diagnoses - main ICD10: I84 Haemorrhoids	1
203165	CID100041317	CID005284513	C0019158	PT	C0019158	Hepatitis	41317	Non-cancer illness code, self-reported: hepatitis	1
203171	CID100041317	CID005284513	C0020443	PT	C0020443	Hypercholesterolaemia	41317	Non-cancer illness code, self-reported: high cholesterol	1
203200	CID100041317	CID005284513	C0022346	PT	C0022346	Jaundice	41317	Diagnoses - main ICD10: R17 Unspecified jaundice	1
203202	CID100041317	CID005284513	C0022408	PT	C0029408	Osteoarthritis	41317	Non-cancer illness code, self-reported: osteoarthritis	1
203203	CID100041317	CID005284513	C0022408	PT	C0022408	Arthropathy	41317	#Arthrosis	1
203217	CID100041317	CID005284513	C0026848	PT	C0026848	Myopathy	41317	Disorders of muscles	1
203219	CID100041317	CID005284513	C0026946	PT	C0026946	Fungal infection	41317	Mycoses	1
203221	CID100041317	CID005284513	C0027339	PT	C0027339	Nail disorder	41317	Nail disorders	1
203229	CID100041317	CID005284513	C0027813	PT	C0031117	Neuropathy peripheral	41317	Non-cancer illness code, self-reported: peripheral neuropathy	1
203233	CID100041317	CID005284513	C0028754	PT	C0028754	Obesity	41317	Obesity	1
203235	CID100041317	CID005284513	C0029878	PT	C0029878	Otitis externa	41317	Otitis externa	1
203237	CID100041317	CID005284513	C0029882	PT	C0029882	Otitis media	41317	Otitis media, unspecified	1
203239	CID100041317	CID005284513	C0030193	PT	C0030193	Pain	41317	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
203241	CID100041317	CID005284513	C0030305	PT	C0030305	Pancreatitis	41317	Non-cancer illness code, self-reported: pancreatitis	1
203259	CID100041317	CID005284513	C0033774	PT	C0033774	Pruritus	41317	Diagnoses - main ICD10: L29 Pruritus	1
203263	CID100041317	CID005284513	C0033860	PT	C0033860	Psoriasis	41317	Non-cancer illness code, self-reported: psoriasis	1
203278	CID100041317	CID005284513	C0037199	PT	C0037199	Sinusitis	41317	Diagnoses - main ICD10: J32 Chronic sinusitis	1
203290	CID100041317	CID005284513	C0038454	PT	C0038454	Cerebrovascular accident	41317	STROKE	1
203306	CID100041317	CID005284513	C0040409	PT	C0040409	Tongue disorder	41317	Diagnoses - main ICD10: K14 Diseases of tongue	1
203314	CID100041317	CID005284513	C0042109	PT	C0042109	Urticaria	41317	Non-cancer illness code, self-reported: urticaria	1
203330	CID100041317	CID005284513	C0043349	PT	C0043349	Xerophthalmia	41317	Non-cancer illness code, self-reported: dry eyes	1
203343	CID100041317	CID005284513	C0086543	PT	C0086543	Cataract	41317	Non-cancer illness code, self-reported: cataract	1
203347	CID100041317	CID005284513	C0149931	PT	C0149931	Migraine	41317	Non-cancer illness code, self-reported: migraine	1
203351	CID100041317	CID005284513	C0151514	PT	C0151514	Skin atrophy	41317	Atrophic disorders of skin	1
203359	CID100041317	CID005284513	C0151691	PT	C0151691	High density lipoprotein decreased	41317	Non-cancer illness code, self-reported: high cholesterol	1
203369	CID100041317	CID005284513	C0151825	PT	C0151825	Bone pain	41317	Non-cancer illness code, self-reported: joint pain	1
203381	CID100041317	CID005284513	C0155626	PT	C0155626	Acute myocardial infarction	41317	Myocardial infarction	1
203398	CID100041317	CID005284513	C0231528	PT	C0231528	Myalgia	41317	Myalgia	1
203417	CID100041317	CID005284513	C0235490	PT	C0235490	Peripheral ischaemia	41317	Non-cancer illness code, self-reported: peripheral vascular disease	1
203430	CID100041317	CID005284513	C0235901	PT	C0022904	Lacrimal disorder	41317	Disorders of lacrimal system	1
203448	CID100041317	CID005284513	C0314719	PT	C0314719	Dry eye	41317	Non-cancer illness code, self-reported: dry eyes	1
203488	CID100041317	CID005284513	C0684249	PT	C0242379	Lung neoplasm malignant	41317	Cancer code, self-reported: lung cancer	1
203492	CID100041317	CID005284513	C0702166	PT	C0702166	Acne	41317	Non-cancer illness code, self-reported: acne/acne vulgaris	1
203510	CID100041317	CID005284513	C0917801	PT	C0917801	Insomnia	41317	Non-cancer illness code, self-reported: insomnia	1
203523	CID100041684	CID000041684	C0002871	PT	C0002871	Anaemia	41684	Non-cancer illness code, self-reported: anaemia	1
203529	CID100041684	CID000041684	C0004604	PT	C0004604	Back pain	41684	Dorsalgia	1
203533	CID100041684	CID000041684	C0009806	PT	C0009806	Constipation	41684	Non-cancer illness code, self-reported: constipation	1
203539	CID100041684	CID000041684	C0013395	PT	C0013395	Dyspepsia	41684	Diagnoses - main ICD10: K30 Dyspepsia	1
203541	CID100041684	CID000041684	C0013428	PT	C0013428	Dysuria	41684	Diagnoses - main ICD10: R30 Pain associated with micturition	1
203549	CID100041684	CID000041684	C0015230	PT	C0015230	Rash	41684	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203556	CID100041684	CID000041684	C0018681	PT	C0018681	Headache	41684	Diagnoses - main ICD10: R51 Headache	1
203560	CID100041684	CID000041684	C0020538	PT	C0020538	Hypertension	41684	Non-cancer illness code, self-reported: hypertension	1
203576	CID100041684	CID000041684	C0030193	PT	C0030193	Pain	41684	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
203582	CID100041684	CID000041684	C0033774	PT	C0033774	Pruritus	41684	Diagnoses - main ICD10: L29 Pruritus	1
203589	CID100041684	CID000041684	C0039070	PT	C0039070	Syncope	41684	Diagnoses - main ICD10: R55 Syncope and collapse	1
203612	CID100041684	CID000041684	C0231528	PT	C0231528	Myalgia	41684	Myalgia	1
203621	CID100041684	CID000041684	C0917801	PT	C0917801	Insomnia	41684	Non-cancer illness code, self-reported: insomnia	1
203629	CID100041693	CID000041693	C0003811	PT	C0003811	Arrhythmia	41693	Non-cancer illness code, self-reported: heart arrhythmia	1
203638	CID100041693	CID000041693	C0015230	PT	C0015230	Rash	41693	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203643	CID100041693	CID000041693	C0018681	PT	C0018681	Headache	41693	Diagnoses - main ICD10: R51 Headache	1
203649	CID100041693	CID000041693	C0020538	PT	C0020538	Hypertension	41693	Non-cancer illness code, self-reported: hypertension	1
203651	CID100041693	CID000041693	C0020649	PT	C0020649	Hypotension	41693	Diagnoses - main ICD10: I95 Hypotension	1
203653	CID100041693	CID000041693	C0023066	PT	C0023066	Laryngospasm	41693	Non-cancer illness code, self-reported: asthma	1
203661	CID100041693	CID000041693	C0033774	PT	C0033774	Pruritus	41693	Diagnoses - main ICD10: L29 Pruritus	1
203669	CID100041693	CID000041693	C0042024	PT	C0042024	Urinary incontinence	41693	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
203676	CID100041693	CID000041693	C0080274	PT	C0080274	Urinary retention	41693	Diagnoses - main ICD10: R33 Retention of urine	1
203696	CID100041744	CID000041744	C0002871	PT	C0002871	Anaemia	41744	Non-cancer illness code, self-reported: anaemia	1
203700	CID100041744	CID000041744	C0004604	PT	C0004604	Back pain	41744	Dorsalgia	1
203702	CID100041744	CID000041744	C0008031	PT	C0008031	Chest pain	41744	Chest pain or discomfort	1
203705	CID100041744	CID000041744	C0010692	PT	C0010692	Cystitis	41744	Diagnoses - main ICD10: N30 Cystitis	1
203712	CID100041744	CID000041744	C0013428	PT	C0013428	Dysuria	41744	Diagnoses - main ICD10: R30 Pain associated with micturition	1
203714	CID100041744	CID000041744	C0015230	PT	C0015230	Rash	41744	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203721	CID100041744	CID000041744	C0018681	PT	C0018681	Headache	41744	Diagnoses - main ICD10: R51 Headache	1
203723	CID100041744	CID000041744	C0018965	PT	C0018965	Haematuria	41744	Diagnoses - main ICD10: R31 Unspecified haematuria	1
203727	CID100041744	CID000041744	C0022107	PT	C0022107	Irritability	41744	Irritability	1
203737	CID100041744	CID000041744	C0032285	PT	C0032285	Pneumonia	41744	Non-cancer illness code, self-reported: pneumonia	1
203739	CID100041744	CID000041744	C0033774	PT	C0033774	Pruritus	41744	Diagnoses - main ICD10: L29 Pruritus	1
203746	CID100041744	CID000041744	C0042024	PT	C0042024	Urinary incontinence	41744	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
203754	CID100041744	CID000041744	C0080274	PT	C0080274	Urinary retention	41744	Diagnoses - main ICD10: R33 Retention of urine	1
203770	CID100041744	CID000041744	C0231528	PT	C0231528	Myalgia	41744	Myalgia	1
203789	CID100041774	CID000041774	C0009806	PT	C0009806	Constipation	41774	Non-cancer illness code, self-reported: constipation	1
203793	CID100041774	CID000041774	C0013395	PT	C0013395	Dyspepsia	41774	Diagnoses - main ICD10: K30 Dyspepsia	1
203797	CID100041774	CID000041774	C0015230	PT	C0015230	Rash	41774	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203802	CID100041774	CID000041774	C0017178	PT	C0017178	Gastrointestinal disorder	41774	Non-cancer illness code, self-reported: stomach disorder	1
203804	CID100041774	CID000041774	C0019158	PT	C0019158	Hepatitis	41774	Non-cancer illness code, self-reported: hepatitis	1
203816	CID100041774	CID000041774	C0022346	PT	C0022346	Jaundice	41774	Diagnoses - main ICD10: R17 Unspecified jaundice	1
203819	CID100041774	CID000041774	C0023895	PT	C0023895	Liver disorder	41774	Diseases of liver	1
203828	CID100041774	CID000041774	C0040034	PT	C0040034	Thrombocytopenia	41774	Thrombocytopenia, unspecified	1
203832	CID100041774	CID000041774	C0042109	PT	C0042109	Urticaria	41774	Non-cancer illness code, self-reported: urticaria	1
203855	CID100041774	CID000041774	C0267792	PT	C0267792	Hepatobiliary disease	41774	Diseases of liver	1
203866	CID100041774	CID000041774	C1258215	PT	C1258215	Ileus	41774	Non-cancer illness code, self-reported: constipation	1
203870	CID100041781	CID000041781	C0003862	PT	C0003862	Arthralgia	41781	Non-cancer illness code, self-reported: joint pain	1
203873	CID100041781	CID000041781	C0003864	PT	C0003864	Arthritis	41781	Non-cancer illness code, self-reported: arthritis (nos)	1
203877	CID100041781	CID000041781	C0004238	PT	C0004238	Atrial fibrillation	41781	Non-cancer illness code, self-reported: atrial fibrillation	1
203879	CID100041781	CID000041781	C0008031	PT	C0008031	Chest pain	41781	Chest pain or discomfort	1
203881	CID100041781	CID000041781	C0009806	PT	C0009806	Constipation	41781	Non-cancer illness code, self-reported: constipation	1
203883	CID100041781	CID000041781	C0010200	PT	C0010200	Cough	41781	Diagnoses - main ICD10: R05 Cough	1
203891	CID100041781	CID000041781	C0013395	PT	C0013395	Dyspepsia	41781	Diagnoses - main ICD10: K30 Dyspepsia	1
203897	CID100041781	CID000041781	C0015230	PT	C0015230	Rash	41781	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
203900	CID100041781	CID000041781	C0017181	PT	C0017181	Gastrointestinal haemorrhage	41781	GI-bleeding	1
203902	CID100041781	CID000041781	C0018099	PT	C0018099	Gout	41781	Non-cancer illness code, self-reported: gout	1
203904	CID100041781	CID000041781	C0018681	PT	C0018681	Headache	41781	Diagnoses - main ICD10: R51 Headache	1
203915	CID100041781	CID000041781	C0020649	PT	C0020649	Hypotension	41781	Diagnoses - main ICD10: I95 Hypotension	1
203924	CID100041781	CID000041781	C0030193	PT	C0030193	Pain	41781	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
203926	CID100041781	CID000041781	C0030305	PT	C0030305	Pancreatitis	41781	Non-cancer illness code, self-reported: pancreatitis	1
203936	CID100041781	CID000041781	C0039070	PT	C0039070	Syncope	41781	Diagnoses - main ICD10: R55 Syncope and collapse	1
203938	CID100041781	CID000041781	C0040034	PT	C0040034	Thrombocytopenia	41781	Thrombocytopenia, unspecified	1
203948	CID100041781	CID000041781	C0231528	PT	C0231528	Myalgia	41781	Myalgia	1
203965	CID100041781	CID000041781	C0917801	PT	C0917801	Insomnia	41781	Non-cancer illness code, self-reported: insomnia	1
203974	CID100042113	CID000042113	C0001339	PT	C0001339	Pancreatitis acute	42113	Diagnoses - main ICD10: K85 Acute pancreatitis	1
203978	CID100042113	CID000042113	C0003811	PT	C0003811	Arrhythmia	42113	Non-cancer illness code, self-reported: heart arrhythmia	1
203982	CID100042113	CID000042113	C0004096	PT	C0004096	Asthma	42113	Non-cancer illness code, self-reported: asthma	1
203984	CID100042113	CID000042113	C0004238	PT	C0004238	Atrial fibrillation	42113	Non-cancer illness code, self-reported: atrial fibrillation	1
203990	CID100042113	CID000042113	C0005940	PT	C0005940	Bone disorder	42113	Non-cancer illness code, self-reported: bone disorder	1
204017	CID100042113	CID000042113	C0017178	PT	C0017178	Gastrointestinal disorder	42113	Non-cancer illness code, self-reported: stomach disorder	1
204019	CID100042113	CID000042113	C0018681	PT	C0018681	Headache	42113	Diagnoses - main ICD10: R51 Headache	1
204030	CID100042113	CID000042113	C0019158	PT	C0019158	Hepatitis	42113	Non-cancer illness code, self-reported: hepatitis	1
204037	CID100042113	CID000042113	C0020538	PT	C0020538	Hypertension	42113	Non-cancer illness code, self-reported: hypertension	1
204043	CID100042113	CID000042113	C0020649	PT	C0020649	Hypotension	42113	Diagnoses - main ICD10: I95 Hypotension	1
204045	CID100042113	CID000042113	C0022346	PT	C0022346	Jaundice	42113	Diagnoses - main ICD10: R17 Unspecified jaundice	1
204049	CID100042113	CID000042113	C0023066	PT	C0023066	Laryngospasm	42113	Non-cancer illness code, self-reported: asthma	1
204052	CID100042113	CID000042113	C0023895	PT	C0023895	Liver disorder	42113	Diseases of liver	1
204059	CID100042113	CID000042113	C0027051	PT	C0027051	Myocardial infarction	42113	Myocardial infarction	1
204064	CID100042113	CID000042113	C0027765	PT	C0027765	Nervous system disorder	42113	Diseases of the nervous system	1
204070	CID100042113	CID000042113	C0033774	PT	C0033774	Pruritus	42113	Diagnoses - main ICD10: L29 Pruritus	1
204088	CID100042113	CID000042113	C0042109	PT	C0042109	Urticaria	42113	Non-cancer illness code, self-reported: urticaria	1
204106	CID100042113	CID000042113	C0149931	PT	C0149931	Migraine	42113	Non-cancer illness code, self-reported: migraine	1
204138	CID100042113	CID000042113	C0231528	PT	C0231528	Myalgia	42113	Myalgia	1
204161	CID100042113	CID000042113	C0267792	PT	C0267792	Hepatobiliary disease	42113	Diseases of liver	1
204183	CID100042113	CID000042113	C0574067	PT	C0010200	Cough	42113	Diagnoses - main ICD10: R05 Cough	1
204210	CID100042395	CID000042395	C0013595	PT	C0013595	Eczema	42395	Eczema	1
204212	CID100042395	CID000042395	C0015230	PT	C0015230	Rash	42395	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
204217	CID100042395	CID000042395	C0017178	PT	C0017178	Gastrointestinal disorder	42395	Non-cancer illness code, self-reported: stomach disorder	1
204223	CID100042395	CID000042395	C0026946	PT	C0026946	Fungal infection	42395	Mycoses	1
204225	CID100042395	CID000042395	C0033774	PT	C0033774	Pruritus	42395	Diagnoses - main ICD10: L29 Pruritus	1
204227	CID100042395	CID000042395	C0039446	PT	C0039446	Telangiectasia	42395	Non-cancer illness code, self-reported: peripheral vascular disease	1
204233	CID100042395	CID000042395	C0151514	PT	C0151514	Skin atrophy	42395	Atrophic disorders of skin	1
204263	CID100042395	CID000042395	C0677500	PT	C0030193	Pain	42395	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
204270	CID100042615	CID000050224	C0002622	PT	C0002622	Amnesia	42615	Memory loss	1
204274	CID100042615	CID000050224	C0003862	PT	C0003862	Arthralgia	42615	Non-cancer illness code, self-reported: joint pain	1
204279	CID100042615	CID000050224	C0004604	PT	C0004604	Back pain	42615	Dorsalgia	1
204289	CID100042615	CID000050224	C0009806	PT	C0009806	Constipation	42615	Non-cancer illness code, self-reported: constipation	1
204296	CID100042615	CID000050224	C0011570	PT	C0011570	Depression	42615	Non-cancer illness code, self-reported: depression	1
204316	CID100042615	CID000050224	C0015230	PT	C0015230	Rash	42615	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
204330	CID100042615	CID000050224	C0017178	PT	C0017178	Gastrointestinal disorder	42615	Non-cancer illness code, self-reported: stomach disorder	1
204332	CID100042615	CID000050224	C0018418	PT	C0018418	Gynaecomastia	42615	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
204334	CID100042615	CID000050224	C0018681	PT	C0018681	Headache	42615	Diagnoses - main ICD10: R51 Headache	1
204370	CID100042615	CID000050224	C0027651	PT	C0027651	Neoplasm	42615	Neoplasms	1
204372	CID100042615	CID000050224	C0027765	PT	C0027765	Nervous system disorder	42615	Diseases of the nervous system	1
204377	CID100042615	CID000050224	C0029453	PT	C0029453	Osteopenia	42615	Non-cancer illness code, self-reported: osteopenia	1
204381	CID100042615	CID000050224	C0030193	PT	C0030193	Pain	42615	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
204383	CID100042615	CID000050224	C0030196	PT	C0030196	Pain in extremity	42615	Pain in limb	1
204401	CID100042615	CID000050224	C0033774	PT	C0033774	Pruritus	42615	Diagnoses - main ICD10: L29 Pruritus	1
204403	CID100042615	CID000050224	C0034065	PT	C0034065	Pulmonary embolism	42615	Diagnoses - main ICD10: I26 Pulmonary embolism	1
